Pango lineage,,,,,,,,,,,,,,,,,,,
taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note,pango_lineage_unaliased,sample,method,depth
Consensus_UT-UPHL-250307134790_bbnorm_5000_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 8; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,bbnorm,5000
Consensus_UT-UPHL-250307134790_bbnorm_500_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,bbnorm,500
Consensus_UT-UPHL-250307134790_bbnorm_50_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,bbnorm,50
Consensus_UT-UPHL-250307134790_raw_all_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 8; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,raw,all
Consensus_UT-UPHL-250307134790_seqkit_10000_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 8; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,seqkit,10000
Consensus_UT-UPHL-250307134790_seqkit_1000_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 4; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,seqkit,1000
Consensus_UT-UPHL-250307134790_seqkit_100_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.74,0.02,scorpio call: Alt alleles 46; Ref alleles 1; Amb alleles 13; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.21,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,seqkit,100
Consensus_UT-UPHL-250307134790_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.68,,Unassigned,UT-UPHL-250307134790,seqkit,10
Consensus_UT-UPHL-250307134790_seqkit_200_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.76,0.02,scorpio call: Alt alleles 47; Ref alleles 1; Amb alleles 12; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.16,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,seqkit,200
Consensus_UT-UPHL-250307134790_seqkit_300_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.79,0.02,scorpio call: Alt alleles 49; Ref alleles 1; Amb alleles 10; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.13,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,seqkit,300
Consensus_UT-UPHL-250307134790_seqkit_30_threshold_0.6_quality_20,Unassigned,,,Probable Omicron (Unassigned),0.41,0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 18; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.43,,Unassigned,UT-UPHL-250307134790,seqkit,30
Consensus_UT-UPHL-250307134790_seqkit_400_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 8; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,seqkit,400
Consensus_UT-UPHL-250307134790_seqkit_5000_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 8; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,seqkit,5000
Consensus_UT-UPHL-250307134790_seqkit_500_threshold_0.6_quality_20,LF.7.1.2,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 8; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: LF.7.1.2(1/1),B.1.1.529.2.86.1.1.16.1.7.1.2,UT-UPHL-250307134790,seqkit,500
Consensus_UT-UPHL-250307134790_seqkit_50_threshold_0.6_quality_20,BA.2,,,Omicron (BA.2-like),0.68,0.02,scorpio call: Alt alleles 42; Ref alleles 1; Amb alleles 17; Oth alleles 2,SCORPIO_v0.1.12,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.33,scorpio called lineage BA.2,B.1.1.529.2,UT-UPHL-250307134790,seqkit,50
Consensus_UT-UPHL-250307138642_bbnorm_10000_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.44,0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 3; Oth alleles 15,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.17,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,bbnorm,10000
Consensus_UT-UPHL-250307138642_bbnorm_1000_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.41,0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 4; Oth alleles 15,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.18,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,bbnorm,1000
Consensus_UT-UPHL-250307138642_bbnorm_100_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.87,,Unassigned,UT-UPHL-250307138642,bbnorm,100
Consensus_UT-UPHL-250307138642_bbnorm_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.97,,Unassigned,UT-UPHL-250307138642,bbnorm,10
Consensus_UT-UPHL-250307138642_bbnorm_200_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.86,,Unassigned,UT-UPHL-250307138642,bbnorm,200
Consensus_UT-UPHL-250307138642_bbnorm_300_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.86,,Unassigned,UT-UPHL-250307138642,bbnorm,300
Consensus_UT-UPHL-250307138642_bbnorm_30_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.87,,Unassigned,UT-UPHL-250307138642,bbnorm,30
Consensus_UT-UPHL-250307138642_bbnorm_400_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.81,,Unassigned,UT-UPHL-250307138642,bbnorm,400
Consensus_UT-UPHL-250307138642_bbnorm_5000_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.44,0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 3; Oth alleles 15,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.17,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,bbnorm,5000
Consensus_UT-UPHL-250307138642_bbnorm_500_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.33,,Unassigned,UT-UPHL-250307138642,bbnorm,500
Consensus_UT-UPHL-250307138642_bbnorm_50_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.87,,Unassigned,UT-UPHL-250307138642,bbnorm,50
Consensus_UT-UPHL-250307138642_raw_all_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.41,0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 2; Oth alleles 17,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.19,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,raw,all
Consensus_UT-UPHL-250307138642_seqkit_10000_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.41,0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 2; Oth alleles 17,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.19,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,seqkit,10000
Consensus_UT-UPHL-250307138642_seqkit_1000_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.44,0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 3; Oth alleles 15,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.18,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,seqkit,1000
Consensus_UT-UPHL-250307138642_seqkit_100_threshold_0.6_quality_20,Unassigned,,,Probable Omicron (Unassigned),0.38,0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 17; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.33,,Unassigned,UT-UPHL-250307138642,seqkit,100
Consensus_UT-UPHL-250307138642_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.82,,Unassigned,UT-UPHL-250307138642,seqkit,10
Consensus_UT-UPHL-250307138642_seqkit_200_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.41,0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 2; Oth alleles 17,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.17,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,seqkit,200
Consensus_UT-UPHL-250307138642_seqkit_300_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.44,0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 2; Oth alleles 16,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.15,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,seqkit,300
Consensus_UT-UPHL-250307138642_seqkit_30_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.63,,Unassigned,UT-UPHL-250307138642,seqkit,30
Consensus_UT-UPHL-250307138642_seqkit_400_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.44,0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 2; Oth alleles 16,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.16,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,seqkit,400
Consensus_UT-UPHL-250307138642_seqkit_5000_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.41,0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 2; Oth alleles 17,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.19,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,seqkit,5000
Consensus_UT-UPHL-250307138642_seqkit_500_threshold_0.6_quality_20,LP.8.1,0.5,,Probable Omicron (Unassigned),0.44,0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 2; Oth alleles 16,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.19,Usher placements: LP.8.1(2/4) NY.4(1/4) PF.2(1/4); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250307138642,seqkit,500
Consensus_UT-UPHL-250307138642_seqkit_50_threshold_0.6_quality_20,Unassigned,,,Probable Omicron (Unassigned),0.38,0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 20; Oth alleles 0,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.52,,Unassigned,UT-UPHL-250307138642,seqkit,50
Consensus_UT-UPHL-250307159619_bbnorm_10000_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 5; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,10000
Consensus_UT-UPHL-250307159619_bbnorm_1000_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 4; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,1000
Consensus_UT-UPHL-250307159619_bbnorm_100_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 5; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.15,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,100
Consensus_UT-UPHL-250307159619_bbnorm_10_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.79,0.02,scorpio call: Alt alleles 49; Ref alleles 1; Amb alleles 6; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.15,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,10
Consensus_UT-UPHL-250307159619_bbnorm_200_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.89,0.02,scorpio call: Alt alleles 55; Ref alleles 1; Amb alleles 2; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,200
Consensus_UT-UPHL-250307159619_bbnorm_300_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.89,0.02,scorpio call: Alt alleles 55; Ref alleles 1; Amb alleles 2; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,300
Consensus_UT-UPHL-250307159619_bbnorm_30_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.81,0.02,scorpio call: Alt alleles 50; Ref alleles 1; Amb alleles 7; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.15,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,30
Consensus_UT-UPHL-250307159619_bbnorm_400_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.87,0.02,scorpio call: Alt alleles 54; Ref alleles 1; Amb alleles 3; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,400
Consensus_UT-UPHL-250307159619_bbnorm_5000_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 4; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,5000
Consensus_UT-UPHL-250307159619_bbnorm_500_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,500
Consensus_UT-UPHL-250307159619_bbnorm_50_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.79,0.02,scorpio call: Alt alleles 49; Ref alleles 1; Amb alleles 8; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.23,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,bbnorm,50
Consensus_UT-UPHL-250307159619_raw_all_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 4; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,raw,all
Consensus_UT-UPHL-250307159619_seqkit_10000_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 4; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,seqkit,10000
Consensus_UT-UPHL-250307159619_seqkit_1000_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.81,0.02,scorpio call: Alt alleles 50; Ref alleles 1; Amb alleles 2; Oth alleles 9,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,seqkit,1000
Consensus_UT-UPHL-250307159619_seqkit_100_threshold_0.6_quality_20,XEC.4.6,0,,Probable Omicron (Unassigned),0.56,0,scorpio call: Alt alleles 18; Ref alleles 0; Amb alleles 12; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.16,Usher placements: XEC.4.6(1/1); scorpio found insufficient support to assign a specific lineage,XEC.4.6,UT-UPHL-250307159619,seqkit,100
Consensus_UT-UPHL-250307159619_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.68,,Unassigned,UT-UPHL-250307159619,seqkit,10
Consensus_UT-UPHL-250307159619_seqkit_200_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.77,0.02,scorpio call: Alt alleles 48; Ref alleles 1; Amb alleles 7; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.13,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,seqkit,200
Consensus_UT-UPHL-250307159619_seqkit_300_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.81,0.02,scorpio call: Alt alleles 50; Ref alleles 1; Amb alleles 4; Oth alleles 7,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.11,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,seqkit,300
Consensus_UT-UPHL-250307159619_seqkit_30_threshold_0.6_quality_20,Unassigned,,,Probable Omicron (Unassigned),0.53,0,scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 15; Oth alleles 0,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.36,,Unassigned,UT-UPHL-250307159619,seqkit,30
Consensus_UT-UPHL-250307159619_seqkit_400_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.77,0.02,scorpio call: Alt alleles 48; Ref alleles 1; Amb alleles 3; Oth alleles 10,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.1,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,seqkit,400
Consensus_UT-UPHL-250307159619_seqkit_5000_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 2; Oth alleles 8,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,seqkit,5000
Consensus_UT-UPHL-250307159619_seqkit_500_threshold_0.6_quality_20,XEC.4.6,0,,Omicron (BA.2-like),0.79,0.02,scorpio call: Alt alleles 49; Ref alleles 1; Amb alleles 1; Oth alleles 11,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: XEC.4.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.4.6,XEC.4.6,UT-UPHL-250307159619,seqkit,500
Consensus_UT-UPHL-250307159619_seqkit_50_threshold_0.6_quality_20,XEC.4.6,0,,Probable Omicron (Unassigned),0.59,0,scorpio call: Alt alleles 19; Ref alleles 0; Amb alleles 12; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.26,Usher placements: XEC.4.6(1/1); scorpio found insufficient support to assign a specific lineage,XEC.4.6,UT-UPHL-250307159619,seqkit,50
Consensus_UT-UPHL-250307184242_bbnorm_10000_threshold_0.6_quality_20,XEQ,0,,Probable Omicron (Unassigned),0.44,0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 5; Oth alleles 13,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.13,Usher placements: XEQ(1/1); scorpio found insufficient support to assign a specific lineage,XEQ,UT-UPHL-250307184242,bbnorm,10000
Consensus_UT-UPHL-250307184242_bbnorm_1000_threshold_0.6_quality_20,XEQ,0,,Probable Omicron (Unassigned),0.47,0,scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 4; Oth alleles 13,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.12,Usher placements: XEQ(1/1); scorpio found insufficient support to assign a specific lineage,XEQ,UT-UPHL-250307184242,bbnorm,1000
